q,world,seed,lam,val,skill,eff_rank
7,margin,47,6.0,0.14061899262456462,-0.002315075269111677,9
7,margin,47,8.0,0.14738386544505974,0.0004217879720921358,9
7,margin,47,12.0,0.15691790065902378,0.0010698223570185794,6
8,real,11,0.5,0.12450048185749044,0.017936480018362344,10
8,real,11,1.0,0.11375504011996675,0.021535058728457956,10
8,real,11,2.0,0.10594416985258613,0.021379349719696794,10
8,real,11,3.0,0.10934579581828055,0.027609181704844277,9
8,real,11,4.0,0.11413093672197921,0.0326588606980831,9
8,real,11,6.0,0.12214831718414888,0.03807028088070974,9
8,real,11,8.0,0.12853176381692502,0.040533292445870894,9
8,real,11,12.0,0.13996739574827605,0.02299666386030108,5
8,r2,11,0.5,0.1775157445174371,0.03717213996244939,10
8,r2,11,1.0,0.1610146172829903,0.05045213072707777,10
8,r2,11,2.0,0.14801195823507982,0.056939864652142846,10
8,r2,11,3.0,0.1464103118664562,0.0614989262155321,9
8,r2,11,4.0,0.15223355119074092,0.07202975686884483,9
8,r2,11,6.0,0.16232552755717752,0.08386806943618241,9
8,r2,11,8.0,0.17049262348197192,0.09008238750658604,9
8,r2,11,12.0,0.18287682372139757,0.09365616649705177,7
8,r5,11,0.5,0.1625501847028803,0.04533405068884655,10
8,r5,11,1.0,0.14687605223883102,0.06255465058085574,10
8,r5,11,2.0,0.1349542901321048,0.07193249151260539,10
8,r5,11,3.0,0.13422126031471793,0.07776787413849573,9
8,r5,11,4.0,0.13977525976552974,0.08748046186638381,9
8,r5,11,6.0,0.14936113280157348,0.09817917937386034,9
8,r5,11,8.0,0.1571019806196639,0.10376078483424,9
8,r5,11,12.0,0.17015648455757926,0.09099001999892442,5
8,margin,11,0.5,0.12869452803459078,-0.006136250556897926,10
8,margin,11,1.0,0.11934400216375313,-0.012829433758941522,10
8,margin,11,2.0,0.11225653610281275,-0.01960653457107353,10
8,margin,11,3.0,0.11506969635898055,-0.01620484556004842,9
8,margin,11,4.0,0.12027507474771608,-0.011250757352776697,9
8,margin,11,6.0,0.12887220599187435,-0.005020656041217042,9
8,margin,11,8.0,0.1356590152203197,-0.001487267664933345,9
8,margin,11,12.0,0.14547687533964476,-0.0011981419443360952,7
8,real,29,0.5,0.1267516692595599,0.01687281510812877,10
8,real,29,1.0,0.11625028716437724,0.02071421156307307,10
8,real,29,2.0,0.10878426982072067,0.02141944346748359,10
8,real,29,3.0,0.11231385608524543,0.0277137128977768,9
8,real,29,4.0,0.11703288651991077,0.03272524833786872,9
8,real,29,6.0,0.12485291209735655,0.03835412466621668,9
8,real,29,8.0,0.13101650715963362,0.041138568858702707,9
8,real,29,12.0,0.14167992900647533,0.025709762207179465,5
8,r2,29,0.5,0.17973161893092257,0.06805353781022405,10
8,r2,29,1.0,0.16166830289615403,0.09616298108759946,10
8,r2,29,2.0,0.14790964564600856,0.11294057012689795,10
8,r2,29,3.0,0.147706719808045,0.12291544540664634,9
8,r2,29,4.0,0.15300533685136644,0.13371340489513384,9
8,r2,29,6.0,0.16235837379516685,0.14483075463712436,9
8,r2,29,8.0,0.1699988148323918,0.15026363203912685,9
8,r2,29,12.0,0.18190231838383775,0.1491144382726325,6
8,r5,29,0.5,0.17578768903039343,0.046349982719604776,10
8,r5,29,1.0,0.15800028394807084,0.06363608328211545,10
8,r5,29,2.0,0.1442467352669966,0.0727306736753115,10
8,r5,29,3.0,0.14330908363026348,0.08089860277895378,9
8,r5,29,4.0,0.14868694491378137,0.094634560020179,9
8,r5,29,6.0,0.15815311125685977,0.11094700648910183,9
8,r5,29,8.0,0.16587621156626126,0.12053918266237895,9
8,r5,29,12.0,0.1792238731328119,0.11459477897996817,5
8,margin,29,0.5,0.1328795532412085,-0.0037687264835235545,10
8,margin,29,1.0,0.1235250156606649,-0.009580265412063915,10
8,margin,29,2.0,0.11637923741478838,-0.01599998604526698,10
8,margin,29,3.0,0.1193245842560163,-0.012882685697220397,9
8,margin,29,4.0,0.12451451423030475,-0.00856787993067154,9
8,margin,29,6.0,0.13307037380153472,-0.003555609810220073,9
8,margin,29,8.0,0.13979029325978193,-0.0011201665760900426,9
8,margin,29,12.0,0.14957766926106736,-0.00046486252537292216,7
8,real,47,0.5,0.12456401526500954,0.013835110530518446,10
8,real,47,1.0,0.11430633301640246,0.01581827896084831,10
8,real,47,2.0,0.10702620667343797,0.014524104467241505,10
8,real,47,3.0,0.11048928308794016,0.020532477376548175,9
8,real,47,4.0,0.11492081074174038,0.025226654597979903,9
8,real,47,6.0,0.12227019144834067,0.0303102385340569,9
8,real,47,8.0,0.1280614142367606,0.03261875016375315,9
8,real,47,12.0,0.13869406035607695,0.020174324249955133,5
8,r2,47,0.5,0.18170829613132367,0.05090762380194591,10
8,r2,47,1.0,0.16504058118708717,0.07072158912971682,10
8,r2,47,2.0,0.1518706108694532,0.08197660771506476,10
8,r2,47,3.0,0.1507377694088679,0.08941879602322023,9
8,r2,47,4.0,0.15595898930026406,0.10096359255316534,9
8,r2,47,6.0,0.16526303028575312,0.11389154127550327,9
8,r2,47,8.0,0.17291742980894403,0.12088204855112783,9
8,r2,47,12.0,0.18526336116133632,0.12162122121888364,7
8,r5,47,0.5,0.16785063990595403,0.0863672329770504,10
8,r5,47,1.0,0.1490603047974294,0.12184449059889457,10
8,r5,47,2.0,0.1355566799159593,0.14284729199034807,10
8,r5,47,3.0,0.13565336380330903,0.1560136324261503,9
8,r5,47,4.0,0.14017187822411942,0.1687895998273662,9
8,r5,47,6.0,0.14826901126447015,0.18244771465194176,9
8,r5,47,8.0,0.15492615627680875,0.1897487143824954,9
8,r5,47,12.0,0.16663447970522363,0.17894362362266458,4
8,margin,47,0.5,0.13187360858327982,-0.0035201037315980566,10
8,margin,47,1.0,0.12280541562813611,-0.009068010852289698,10
8,margin,47,2.0,0.11583764097787741,-0.015457104186254012,10
8,margin,47,3.0,0.11788140026454595,-0.013027527298445363,9
8,margin,47,4.0,0.12300610182145029,-0.008358818879299679,9
8,margin,47,6.0,0.13148571069732276,-0.0028736389299971465,9
8,margin,47,8.0,0.13817983085245444,-0.0001353627007768532,9
8,margin,47,12.0,0.1481625027935509,0.00019397208280458322,8
13,real,11,0.5,0.1037522895586333,0.005890944851144053,19
13,real,11,1.0,0.09981545959804969,0.008829147143634697,19
13,real,11,2.0,0.09511488697143472,0.01076833903738672,19
13,real,11,3.0,0.09271395609774273,0.010955318696329486,19
13,real,11,4.0,0.09145240460899222,0.010784908454550601,19
13,real,11,6.0,0.09182378404191349,0.01229473062244324,18
13,real,11,8.0,0.09379761694862591,0.014577899616020074,18
13,real,11,12.0,0.09709419067852995,0.01695741180637711,18
13,r2,11,0.5,0.17115417592041998,0.03203555749388487,19
13,r2,11,1.0,0.16224610881615592,0.05404798341007022,19
13,r2,11,2.0,0.15100341480388121,0.07969266838145472,19
13,r2,11,3.0,0.14491695607776522,0.09224068671880381,19
13,r2,11,4.0,0.1415447505840267,0.09872888490810583,19
13,r2,11,6.0,0.13853538420827635,0.10425934527337755,19
13,r2,11,8.0,0.13977847607786215,0.11092241831497984,18
13,r2,11,12.0,0.14401693004989194,0.1198032690643116,18
13,r5,11,0.5,0.1906092711437751,0.05023060006436331,19
13,r5,11,1.0,0.17837205048902693,0.08621971716740073,19
13,r5,11,2.0,0.16272205654717833,0.13049786311505018,19
13,r5,11,3.0,0.15415625783124684,0.15365692357953764,19
13,r5,11,4.0,0.14938420791703239,0.16625145954510334,19
13,r5,11,6.0,0.14509910107261417,0.17752756490989652,19
13,r5,11,8.0,0.14552493942534275,0.18584602073536904,18
13,r5,11,12.0,0.1494830183115507,0.19656049499425865,18
13,margin,11,0.5,0.10429306132244792,0.0018234170547581918,19
13,margin,11,1.0,0.10088842493787784,0.0019935995064827017,19
13,margin,11,2.0,0.09675397157001397,0.000730001628315935,19
13,margin,11,3.0,0.0945950104134314,-0.0006875703816412448,19
13,margin,11,4.0,0.09343943459293207,-0.0017020940848458954,19
13,margin,11,6.0,0.09372107351488344,-0.0009840505148662748,18
13,margin,11,8.0,0.09580553950582466,0.001408636358078308,18
13,margin,11,12.0,0.09925353286635738,0.004136348751665353,18
13,real,29,0.5,0.10291394582667868,0.005502368412748315,19
13,real,29,1.0,0.09892779521320598,0.008122061594023178,19
13,real,29,2.0,0.0941341638483816,0.009660489927935445,19
13,real,29,3.0,0.09165967035317513,0.009614502531561486,19
13,real,29,4.0,0.09034653940523865,0.009319023959847073,19
13,real,29,6.0,0.0906247631198162,0.010946885995940292,18
13,real,29,8.0,0.0926193084611408,0.013678732169224439,18
13,real,29,12.0,0.09597282393636966,0.016703822421443415,18
13,r2,29,0.5,0.1639046404554827,0.030654220381102992,19
13,r2,29,1.0,0.15553342070194864,0.051900079322632964,19
13,r2,29,2.0,0.14495536796572264,0.07684233158455489,19
13,r2,29,3.0,0.13923265317386438,0.08912312391658705,19
13,r2,29,4.0,0.13607014822118133,0.09547088591764008,19
13,r2,29,6.0,0.13325812712508858,0.1009051979791693,19
13,r2,29,8.0,0.13504962857122993,0.10836767689333582,18
13,r2,29,12.0,0.1390353414018058,0.11633428558629555,18
13,r5,29,0.5,0.1888637189760123,0.05587024768824611,19
13,r5,29,1.0,0.1755740661869739,0.09594377643292051,19
13,r5,29,2.0,0.15872492658712262,0.14525402969817525,19
13,r5,29,3.0,0.14963989187368334,0.17099590438842982,19
13,r5,29,4.0,0.14465867099103036,0.1849463171416832,19
13,r5,29,6.0,0.14027005802316656,0.19738007844335959,19
13,r5,29,8.0,0.1410607469035503,0.20717619458476277,18
13,r5,29,12.0,0.14469999130945665,0.21766512848437558,18
13,margin,29,0.5,0.10404539248967652,0.001772628373031493,19
13,margin,29,1.0,0.1005852646161755,0.001912549910446426,19
13,margin,29,2.0,0.09635818210244079,0.0005878582018538081,19
13,margin,29,3.0,0.0941332533862039,-0.0008882652782240541,19
13,margin,29,4.0,0.09293380832250218,-0.0019472081507881933,19
13,margin,29,6.0,0.09325555182233941,-0.0012223057859648279,18
13,margin,29,8.0,0.09534788254213782,0.0011173808538897934,18
13,margin,29,12.0,0.09881560409568031,0.00380426796925204,18
13,real,47,0.5,0.10488578104760188,0.005515076665107976,19
13,real,47,1.0,0.10091584418582687,0.008107669539088147,19
